ID_Cliente,Probabilidad_Exito,Perfil,Llamada_Recomendada
40259,0.9793499906106666,1. Alta Probabilidad / Hot Lead (Prioridad),1
40117,0.9793450154515062,1. Alta Probabilidad / Hot Lead (Prioridad),1
39331,0.9791057597386725,1. Alta Probabilidad / Hot Lead (Prioridad),1
39349,0.979064329851049,1. Alta Probabilidad / Hot Lead (Prioridad),1
39065,0.9789736270613987,1. Alta Probabilidad / Hot Lead (Prioridad),1
39014,0.9788884542198527,1. Alta Probabilidad / Hot Lead (Prioridad),1
39314,0.9788337928388718,1. Alta Probabilidad / Hot Lead (Prioridad),1
40942,0.9787642393202116,1. Alta Probabilidad / Hot Lead (Prioridad),1
40078,0.9786123395971105,1. Alta Probabilidad / Hot Lead (Prioridad),1
40171,0.9784768168570814,1. Alta Probabilidad / Hot Lead (Prioridad),1
41005,0.9783880543558958,1. Alta Probabilidad / Hot Lead (Prioridad),1
38491,0.9783576754245898,1. Alta Probabilidad / Hot Lead (Prioridad),1
39198,0.9782425181004729,1. Alta Probabilidad / Hot Lead (Prioridad),1
38530,0.978147963845763,1. Alta Probabilidad / Hot Lead (Prioridad),1
40913,0.9781055284846456,1. Alta Probabilidad / Hot Lead (Prioridad),1
39329,0.978068460880951,1. Alta Probabilidad / Hot Lead (Prioridad),1
39373,0.9780278785172258,1. Alta Probabilidad / Hot Lead (Prioridad),1
40973,0.9780111659685965,1. Alta Probabilidad / Hot Lead (Prioridad),1
41058,0.9778511138838033,1. Alta Probabilidad / Hot Lead (Prioridad),1
38977,0.9777286283032788,1. Alta Probabilidad / Hot Lead (Prioridad),1
40273,0.9776983880919891,1. Alta Probabilidad / Hot Lead (Prioridad),1
40373,0.9776845021090311,1. Alta Probabilidad / Hot Lead (Prioridad),1
38982,0.977585847020909,1. Alta Probabilidad / Hot Lead (Prioridad),1
39941,0.977581981469259,1. Alta Probabilidad / Hot Lead (Prioridad),1
39334,0.9774757527976801,1. Alta Probabilidad / Hot Lead (Prioridad),1
41012,0.9774394180973321,1. Alta Probabilidad / Hot Lead (Prioridad),1
38967,0.9773734891822015,1. Alta Probabilidad / Hot Lead (Prioridad),1
39008,0.9772203022691793,1. Alta Probabilidad / Hot Lead (Prioridad),1
40951,0.977147363579065,1. Alta Probabilidad / Hot Lead (Prioridad),1
39283,0.9771402267156961,1. Alta Probabilidad / Hot Lead (Prioridad),1
39124,0.9770743168040389,1. Alta Probabilidad / Hot Lead (Prioridad),1
39321,0.9769728098424114,1. Alta Probabilidad / Hot Lead (Prioridad),1
39196,0.9767939312697781,1. Alta Probabilidad / Hot Lead (Prioridad),1
39151,0.9766305901219555,1. Alta Probabilidad / Hot Lead (Prioridad),1
40968,0.9764655195924311,1. Alta Probabilidad / Hot Lead (Prioridad),1
39135,0.9764562654884453,1. Alta Probabilidad / Hot Lead (Prioridad),1
41057,0.9764541556178308,1. Alta Probabilidad / Hot Lead (Prioridad),1
38432,0.9763138249995318,1. Alta Probabilidad / Hot Lead (Prioridad),1
40469,0.9762578324434324,1. Alta Probabilidad / Hot Lead (Prioridad),1
40291,0.9760157824968733,1. Alta Probabilidad / Hot Lead (Prioridad),1
39305,0.9759845606485554,1. Alta Probabilidad / Hot Lead (Prioridad),1
40958,0.9758956551240019,1. Alta Probabilidad / Hot Lead (Prioridad),1
38212,0.975791316465409,1. Alta Probabilidad / Hot Lead (Prioridad),1
39328,0.9757627796429321,1. Alta Probabilidad / Hot Lead (Prioridad),1
39364,0.9756674002115783,1. Alta Probabilidad / Hot Lead (Prioridad),1
38486,0.9755913978469198,1. Alta Probabilidad / Hot Lead (Prioridad),1
40262,0.9755255649743995,1. Alta Probabilidad / Hot Lead (Prioridad),1
39216,0.9754453503431398,1. Alta Probabilidad / Hot Lead (Prioridad),1
38431,0.9750898877998344,1. Alta Probabilidad / Hot Lead (Prioridad),1
40278,0.9750873006050361,1. Alta Probabilidad / Hot Lead (Prioridad),1
40950,0.9750261383759512,1. Alta Probabilidad / Hot Lead (Prioridad),1
40163,0.9750172085981885,1. Alta Probabilidad / Hot Lead (Prioridad),1
38354,0.9749198658342364,1. Alta Probabilidad / Hot Lead (Prioridad),1
38575,0.9748833772194275,1. Alta Probabilidad / Hot Lead (Prioridad),1
39385,0.9748151652495517,1. Alta Probabilidad / Hot Lead (Prioridad),1
38452,0.9746972862073725,1. Alta Probabilidad / Hot Lead (Prioridad),1
41009,0.9746497022429293,1. Alta Probabilidad / Hot Lead (Prioridad),1
40929,0.9744350455353122,1. Alta Probabilidad / Hot Lead (Prioridad),1
38411,0.974426676014467,1. Alta Probabilidad / Hot Lead (Prioridad),1
38407,0.974426676014467,1. Alta Probabilidad / Hot Lead (Prioridad),1
40885,0.9742861617729751,1. Alta Probabilidad / Hot Lead (Prioridad),1
38330,0.97418226454813,1. Alta Probabilidad / Hot Lead (Prioridad),1
37355,0.9740740307842836,1. Alta Probabilidad / Hot Lead (Prioridad),1
38512,0.9740338499452198,1. Alta Probabilidad / Hot Lead (Prioridad),1
38348,0.9739469930315667,1. Alta Probabilidad / Hot Lead (Prioridad),1
38287,0.973930372820015,1. Alta Probabilidad / Hot Lead (Prioridad),1
38976,0.9738582899081508,1. Alta Probabilidad / Hot Lead (Prioridad),1
38283,0.973717746926559,1. Alta Probabilidad / Hot Lead (Prioridad),1
39802,0.973643096916784,1. Alta Probabilidad / Hot Lead (Prioridad),1
40470,0.9736266995130637,1. Alta Probabilidad / Hot Lead (Prioridad),1
40096,0.9735987935917619,1. Alta Probabilidad / Hot Lead (Prioridad),1
39224,0.9735834378127852,1. Alta Probabilidad / Hot Lead (Prioridad),1
38173,0.9734904211582887,1. Alta Probabilidad / Hot Lead (Prioridad),1
40941,0.9734887741588704,1. Alta Probabilidad / Hot Lead (Prioridad),1
40970,0.9734697395371387,1. Alta Probabilidad / Hot Lead (Prioridad),1
38414,0.9733170435702101,1. Alta Probabilidad / Hot Lead (Prioridad),1
40201,0.973194913836825,1. Alta Probabilidad / Hot Lead (Prioridad),1
40458,0.9731849719652608,1. Alta Probabilidad / Hot Lead (Prioridad),1
40238,0.9730290890417258,1. Alta Probabilidad / Hot Lead (Prioridad),1
40484,0.9728768544206844,1. Alta Probabilidad / Hot Lead (Prioridad),1
39244,0.9728388755511042,1. Alta Probabilidad / Hot Lead (Prioridad),1
40336,0.972812182717052,1. Alta Probabilidad / Hot Lead (Prioridad),1
38352,0.9728025073491156,1. Alta Probabilidad / Hot Lead (Prioridad),1
40466,0.9727966594314551,1. Alta Probabilidad / Hot Lead (Prioridad),1
39029,0.972761405218805,1. Alta Probabilidad / Hot Lead (Prioridad),1
40173,0.9726253110679104,1. Alta Probabilidad / Hot Lead (Prioridad),1
39068,0.972471329198735,1. Alta Probabilidad / Hot Lead (Prioridad),1
40119,0.9724445013077536,1. Alta Probabilidad / Hot Lead (Prioridad),1
40943,0.9724316731071656,1. Alta Probabilidad / Hot Lead (Prioridad),1
38461,0.9723410689744093,1. Alta Probabilidad / Hot Lead (Prioridad),1
38128,0.9722944412680488,1. Alta Probabilidad / Hot Lead (Prioridad),1
40370,0.9722343504629919,1. Alta Probabilidad / Hot Lead (Prioridad),1
40103,0.9722058483655978,1. Alta Probabilidad / Hot Lead (Prioridad),1
39919,0.9721174814406508,1. Alta Probabilidad / Hot Lead (Prioridad),1
40866,0.9720076052304889,1. Alta Probabilidad / Hot Lead (Prioridad),1
40100,0.9719925492906901,1. Alta Probabilidad / Hot Lead (Prioridad),1
39117,0.9719231288604752,1. Alta Probabilidad / Hot Lead (Prioridad),1
40559,0.9718977599168586,1. Alta Probabilidad / Hot Lead (Prioridad),1
38238,0.971892755306318,1. Alta Probabilidad / Hot Lead (Prioridad),1
40223,0.9716633076384383,1. Alta Probabilidad / Hot Lead (Prioridad),1
40365,0.971653947986628,1. Alta Probabilidad / Hot Lead (Prioridad),1
38454,0.9715923218969026,1. Alta Probabilidad / Hot Lead (Prioridad),1
40990,0.9715878330647589,1. Alta Probabilidad / Hot Lead (Prioridad),1
38405,0.9715203091089493,1. Alta Probabilidad / Hot Lead (Prioridad),1
39213,0.9713192209976734,1. Alta Probabilidad / Hot Lead (Prioridad),1
38442,0.9712667623929032,1. Alta Probabilidad / Hot Lead (Prioridad),1
40556,0.9712358883005795,1. Alta Probabilidad / Hot Lead (Prioridad),1
39292,0.9711901571715525,1. Alta Probabilidad / Hot Lead (Prioridad),1
41044,0.9711541640554896,1. Alta Probabilidad / Hot Lead (Prioridad),1
40368,0.9711523603372305,1. Alta Probabilidad / Hot Lead (Prioridad),1
38333,0.9711306162677389,1. Alta Probabilidad / Hot Lead (Prioridad),1
40242,0.9710106031229377,1. Alta Probabilidad / Hot Lead (Prioridad),1
40931,0.9709750814305731,1. Alta Probabilidad / Hot Lead (Prioridad),1
39004,0.9709227445551066,1. Alta Probabilidad / Hot Lead (Prioridad),1
38269,0.9707096327388955,1. Alta Probabilidad / Hot Lead (Prioridad),1
40366,0.9707030397049315,1. Alta Probabilidad / Hot Lead (Prioridad),1
40983,0.9706476489756253,1. Alta Probabilidad / Hot Lead (Prioridad),1
40221,0.9705603927000008,1. Alta Probabilidad / Hot Lead (Prioridad),1
40454,0.9704970885902393,1. Alta Probabilidad / Hot Lead (Prioridad),1
38973,0.9704942793538793,1. Alta Probabilidad / Hot Lead (Prioridad),1
40306,0.9704367918869938,1. Alta Probabilidad / Hot Lead (Prioridad),1
40153,0.9704021510211585,1. Alta Probabilidad / Hot Lead (Prioridad),1
38393,0.9701279958027812,1. Alta Probabilidad / Hot Lead (Prioridad),1
40874,0.970125404236148,1. Alta Probabilidad / Hot Lead (Prioridad),1
39880,0.9700980611709377,1. Alta Probabilidad / Hot Lead (Prioridad),1
40642,0.9700935040329962,1. Alta Probabilidad / Hot Lead (Prioridad),1
38423,0.9700661370917029,1. Alta Probabilidad / Hot Lead (Prioridad),1
40309,0.9700395807913423,1. Alta Probabilidad / Hot Lead (Prioridad),1
40317,0.9700395807913423,1. Alta Probabilidad / Hot Lead (Prioridad),1
38154,0.9700311296132734,1. Alta Probabilidad / Hot Lead (Prioridad),1
41042,0.9700242800884229,1. Alta Probabilidad / Hot Lead (Prioridad),1
40030,0.9700121962396961,1. Alta Probabilidad / Hot Lead (Prioridad),1
38148,0.9699353737575973,1. Alta Probabilidad / Hot Lead (Prioridad),1
40158,0.9698165703026825,1. Alta Probabilidad / Hot Lead (Prioridad),1
40044,0.9697594908636838,1. Alta Probabilidad / Hot Lead (Prioridad),1
40166,0.9697221571559352,1. Alta Probabilidad / Hot Lead (Prioridad),1
40160,0.9697221571559352,1. Alta Probabilidad / Hot Lead (Prioridad),1
40575,0.9696649826829327,1. Alta Probabilidad / Hot Lead (Prioridad),1
40040,0.9696649047583198,1. Alta Probabilidad / Hot Lead (Prioridad),1
40243,0.9695155488107717,1. Alta Probabilidad / Hot Lead (Prioridad),1
40573,0.9694817404738016,1. Alta Probabilidad / Hot Lead (Prioridad),1
40358,0.9694734469584495,1. Alta Probabilidad / Hot Lead (Prioridad),1
39302,0.9694707931576341,1. Alta Probabilidad / Hot Lead (Prioridad),1
39084,0.9694418859677216,1. Alta Probabilidad / Hot Lead (Prioridad),1
40741,0.9694345291113384,1. Alta Probabilidad / Hot Lead (Prioridad),1
38508,0.9693725637935944,1. Alta Probabilidad / Hot Lead (Prioridad),1
40364,0.9693658140621767,1. Alta Probabilidad / Hot Lead (Prioridad),1
40914,0.9693262747280862,1. Alta Probabilidad / Hot Lead (Prioridad),1
40161,0.9692742503076872,1. Alta Probabilidad / Hot Lead (Prioridad),1
39095,0.9692236684645629,1. Alta Probabilidad / Hot Lead (Prioridad),1
40065,0.9691744359992341,1. Alta Probabilidad / Hot Lead (Prioridad),1
38199,0.9691622950258201,1. Alta Probabilidad / Hot Lead (Prioridad),1
38436,0.9691376806789085,1. Alta Probabilidad / Hot Lead (Prioridad),1
40164,0.969107225424096,1. Alta Probabilidad / Hot Lead (Prioridad),1
40875,0.9690747044118906,1. Alta Probabilidad / Hot Lead (Prioridad),1
38158,0.969055167178294,1. Alta Probabilidad / Hot Lead (Prioridad),1
38825,0.9690521380574603,1. Alta Probabilidad / Hot Lead (Prioridad),1
39248,0.9689286679030765,1. Alta Probabilidad / Hot Lead (Prioridad),1
38209,0.9688651061946439,1. Alta Probabilidad / Hot Lead (Prioridad),1
40123,0.9687947181154578,1. Alta Probabilidad / Hot Lead (Prioridad),1
39504,0.9687574911171728,1. Alta Probabilidad / Hot Lead (Prioridad),1
40112,0.9687201300334753,1. Alta Probabilidad / Hot Lead (Prioridad),1
38774,0.9687081875740081,1. Alta Probabilidad / Hot Lead (Prioridad),1
38278,0.9686681040184811,1. Alta Probabilidad / Hot Lead (Prioridad),1
38015,0.9686660079049516,1. Alta Probabilidad / Hot Lead (Prioridad),1
40026,0.9686595280062944,1. Alta Probabilidad / Hot Lead (Prioridad),1
39026,0.9686528538201916,1. Alta Probabilidad / Hot Lead (Prioridad),1
40418,0.9686202079164676,1. Alta Probabilidad / Hot Lead (Prioridad),1
40061,0.968577320443037,1. Alta Probabilidad / Hot Lead (Prioridad),1
38428,0.9685604554093314,1. Alta Probabilidad / Hot Lead (Prioridad),1
40113,0.9684448488326441,1. Alta Probabilidad / Hot Lead (Prioridad),1
39830,0.9683913971560776,1. Alta Probabilidad / Hot Lead (Prioridad),1
39911,0.968383327665828,1. Alta Probabilidad / Hot Lead (Prioridad),1
40884,0.968380292578837,1. Alta Probabilidad / Hot Lead (Prioridad),1
38165,0.9683576427931128,1. Alta Probabilidad / Hot Lead (Prioridad),1
38964,0.9683357100213604,1. Alta Probabilidad / Hot Lead (Prioridad),1
39209,0.9683269641100667,1. Alta Probabilidad / Hot Lead (Prioridad),1
41031,0.9682692553678871,1. Alta Probabilidad / Hot Lead (Prioridad),1
40183,0.968226464666713,1. Alta Probabilidad / Hot Lead (Prioridad),1
38419,0.9681963589742305,1. Alta Probabilidad / Hot Lead (Prioridad),1
40055,0.9681938204390182,1. Alta Probabilidad / Hot Lead (Prioridad),1
40945,0.9681334578486366,1. Alta Probabilidad / Hot Lead (Prioridad),1
40226,0.9681235624244365,1. Alta Probabilidad / Hot Lead (Prioridad),1
39120,0.9680383656607879,1. Alta Probabilidad / Hot Lead (Prioridad),1
38230,0.9679760110396165,1. Alta Probabilidad / Hot Lead (Prioridad),1
38366,0.9678499858778752,1. Alta Probabilidad / Hot Lead (Prioridad),1
40986,0.9678453396964075,1. Alta Probabilidad / Hot Lead (Prioridad),1
38159,0.9678206332557628,1. Alta Probabilidad / Hot Lead (Prioridad),1
38418,0.9677785827677232,1. Alta Probabilidad / Hot Lead (Prioridad),1
40473,0.9677757469257249,1. Alta Probabilidad / Hot Lead (Prioridad),1
39976,0.9676577996790047,1. Alta Probabilidad / Hot Lead (Prioridad),1
40759,0.9676088691844321,1. Alta Probabilidad / Hot Lead (Prioridad),1
40172,0.9676047986892182,1. Alta Probabilidad / Hot Lead (Prioridad),1
40177,0.9675883359024987,1. Alta Probabilidad / Hot Lead (Prioridad),1
39103,0.967493557298436,1. Alta Probabilidad / Hot Lead (Prioridad),1
40105,0.9674048302745597,1. Alta Probabilidad / Hot Lead (Prioridad),1
40126,0.9673757644802916,1. Alta Probabilidad / Hot Lead (Prioridad),1
40204,0.9673615662555047,1. Alta Probabilidad / Hot Lead (Prioridad),1
39520,0.9672781403739414,1. Alta Probabilidad / Hot Lead (Prioridad),1
40382,0.9672659992590806,1. Alta Probabilidad / Hot Lead (Prioridad),1
37916,0.9672501280182412,1. Alta Probabilidad / Hot Lead (Prioridad),1
38250,0.9672425378442923,1. Alta Probabilidad / Hot Lead (Prioridad),1
39893,0.9672052524480195,1. Alta Probabilidad / Hot Lead (Prioridad),1
38182,0.9671823995028691,1. Alta Probabilidad / Hot Lead (Prioridad),1
40284,0.9671773459748503,1. Alta Probabilidad / Hot Lead (Prioridad),1
40728,0.9670832937266193,1. Alta Probabilidad / Hot Lead (Prioridad),1
38342,0.9670204843550422,1. Alta Probabilidad / Hot Lead (Prioridad),1
40495,0.9668951084182131,1. Alta Probabilidad / Hot Lead (Prioridad),1
39974,0.9668889938445405,1. Alta Probabilidad / Hot Lead (Prioridad),1
38810,0.9668886462064544,1. Alta Probabilidad / Hot Lead (Prioridad),1
40351,0.9668111605317891,1. Alta Probabilidad / Hot Lead (Prioridad),1
39041,0.9667789742430416,1. Alta Probabilidad / Hot Lead (Prioridad),1
38741,0.966743021493433,1. Alta Probabilidad / Hot Lead (Prioridad),1
40261,0.9667181907855883,1. Alta Probabilidad / Hot Lead (Prioridad),1
41010,0.9666712879703853,1. Alta Probabilidad / Hot Lead (Prioridad),1
41018,0.9666630357558726,1. Alta Probabilidad / Hot Lead (Prioridad),1
40288,0.9666409013124255,1. Alta Probabilidad / Hot Lead (Prioridad),1
38033,0.9666091640891943,1. Alta Probabilidad / Hot Lead (Prioridad),1
40735,0.966536511826409,1. Alta Probabilidad / Hot Lead (Prioridad),1
40014,0.9665175145206546,1. Alta Probabilidad / Hot Lead (Prioridad),1
40380,0.9665169652556284,1. Alta Probabilidad / Hot Lead (Prioridad),1
40184,0.9665121710412243,1. Alta Probabilidad / Hot Lead (Prioridad),1
39129,0.9664970358353495,1. Alta Probabilidad / Hot Lead (Prioridad),1
39498,0.9664926292564744,1. Alta Probabilidad / Hot Lead (Prioridad),1
40168,0.966460928372829,1. Alta Probabilidad / Hot Lead (Prioridad),1
40425,0.9664297334990155,1. Alta Probabilidad / Hot Lead (Prioridad),1
40638,0.9663796977808249,1. Alta Probabilidad / Hot Lead (Prioridad),1
41006,0.9663479338505834,1. Alta Probabilidad / Hot Lead (Prioridad),1
38561,0.9662869109370158,1. Alta Probabilidad / Hot Lead (Prioridad),1
39118,0.9662609287422155,1. Alta Probabilidad / Hot Lead (Prioridad),1
39183,0.9662134975961276,1. Alta Probabilidad / Hot Lead (Prioridad),1
38755,0.9660933475813576,1. Alta Probabilidad / Hot Lead (Prioridad),1
41037,0.9660195942458369,1. Alta Probabilidad / Hot Lead (Prioridad),1
41033,0.9660195942458369,1. Alta Probabilidad / Hot Lead (Prioridad),1
38722,0.9659542096973798,1. Alta Probabilidad / Hot Lead (Prioridad),1
40271,0.9659499296858786,1. Alta Probabilidad / Hot Lead (Prioridad),1
40381,0.9658392304383324,1. Alta Probabilidad / Hot Lead (Prioridad),1
38438,0.9657928642689784,1. Alta Probabilidad / Hot Lead (Prioridad),1
41024,0.9657817659609446,1. Alta Probabilidad / Hot Lead (Prioridad),1
39894,0.9657705879184688,1. Alta Probabilidad / Hot Lead (Prioridad),1
40132,0.9657198791424969,1. Alta Probabilidad / Hot Lead (Prioridad),1
40734,0.9656501188242445,1. Alta Probabilidad / Hot Lead (Prioridad),1
38325,0.9656426132503743,1. Alta Probabilidad / Hot Lead (Prioridad),1
39896,0.9656220490073617,1. Alta Probabilidad / Hot Lead (Prioridad),1
40385,0.9655529630541226,1. Alta Probabilidad / Hot Lead (Prioridad),1
39207,0.9655395502596859,1. Alta Probabilidad / Hot Lead (Prioridad),1
38930,0.9654897930625459,1. Alta Probabilidad / Hot Lead (Prioridad),1
40050,0.9654372909528386,1. Alta Probabilidad / Hot Lead (Prioridad),1
40156,0.9654186435003977,1. Alta Probabilidad / Hot Lead (Prioridad),1
41017,0.9654153349409416,1. Alta Probabilidad / Hot Lead (Prioridad),1
40799,0.9653950877435616,1. Alta Probabilidad / Hot Lead (Prioridad),1
39565,0.9653478837148475,1. Alta Probabilidad / Hot Lead (Prioridad),1
38813,0.9652408961759698,1. Alta Probabilidad / Hot Lead (Prioridad),1
39048,0.965165778284597,1. Alta Probabilidad / Hot Lead (Prioridad),1
39231,0.9651329568956142,1. Alta Probabilidad / Hot Lead (Prioridad),1
38398,0.9650974706075875,1. Alta Probabilidad / Hot Lead (Prioridad),1
41007,0.964900389585198,1. Alta Probabilidad / Hot Lead (Prioridad),1
39982,0.9648796245059157,1. Alta Probabilidad / Hot Lead (Prioridad),1
40413,0.9647386411502613,1. Alta Probabilidad / Hot Lead (Prioridad),1
40092,0.964736160313774,1. Alta Probabilidad / Hot Lead (Prioridad),1
40452,0.9647154893421623,1. Alta Probabilidad / Hot Lead (Prioridad),1
39108,0.9647090842215229,1. Alta Probabilidad / Hot Lead (Prioridad),1
41030,0.9646683725466411,1. Alta Probabilidad / Hot Lead (Prioridad),1
40927,0.9646321970342351,1. Alta Probabilidad / Hot Lead (Prioridad),1
39447,0.9645609884267058,1. Alta Probabilidad / Hot Lead (Prioridad),1
40891,0.9644998514113112,1. Alta Probabilidad / Hot Lead (Prioridad),1
38312,0.9644389094840804,1. Alta Probabilidad / Hot Lead (Prioridad),1
39284,0.9644064384084733,1. Alta Probabilidad / Hot Lead (Prioridad),1
38153,0.9643910508552033,1. Alta Probabilidad / Hot Lead (Prioridad),1
40024,0.964266163865104,1. Alta Probabilidad / Hot Lead (Prioridad),1
40022,0.964266163865104,1. Alta Probabilidad / Hot Lead (Prioridad),1
38086,0.9641354683107888,1. Alta Probabilidad / Hot Lead (Prioridad),1
38843,0.9641285889396444,1. Alta Probabilidad / Hot Lead (Prioridad),1
39063,0.9640493825590595,1. Alta Probabilidad / Hot Lead (Prioridad),1
40586,0.9640216508371643,1. Alta Probabilidad / Hot Lead (Prioridad),1
37954,0.9639985298423703,1. Alta Probabilidad / Hot Lead (Prioridad),1
40386,0.9639898417551814,1. Alta Probabilidad / Hot Lead (Prioridad),1
40127,0.9639873417870338,1. Alta Probabilidad / Hot Lead (Prioridad),1
38726,0.9639001155573064,1. Alta Probabilidad / Hot Lead (Prioridad),1
38812,0.9638686190330452,1. Alta Probabilidad / Hot Lead (Prioridad),1
37970,0.9637136050505302,1. Alta Probabilidad / Hot Lead (Prioridad),1
40229,0.9635802665538451,1. Alta Probabilidad / Hot Lead (Prioridad),1
40188,0.9635525994455483,1. Alta Probabilidad / Hot Lead (Prioridad),1
